//X Y Z Classification
504070.45999908 463044.77000427 383.1499939 2
504076.31999969 463037.05000305 383.11999512 2
504073.69999695 463040.52000427 385.95001221 16
504087.55999756 463022.25 383.1000061 2
504070.81999969 463044.33999634 387.17999268 16
504077.26999664 463035.83999634 383.10998535 2
504092.02999878 463016.38999939 382.95999146 2
504077.75 463035.25 383.04998779 2
504087.23999786 463022.72000122 384.8500061 16
504089.05000305 463020.36000061 383.04998779 2
504084.48999786 463026.37999725 383.1499939 2
504088.93000031 463020.52999878 383.19000244 2
504078.47000122 463034.3500061 385.91000366 16
504074.63999939 463039.41000366 385.35998535 16
504082.76999664 463028.67999268 383.07000732 2
504071.80999756 463043.16000366 386.36999512 16
504071.66000366 463043.36999512 386.39001465 16
504069.73000336 463045.91999817 383.1499939 2
504087.58999634 463022.37999725 383.14001465 2
504090.12000275 463019.05999756 383 2
504085.76000214 463024.80999756 383.1000061 2
504077.81999969 463035.30000305 383.04998779 2
504079.56999969 463033.00999451 385.66000366 16
504073.33000183 463041.24000549 385.02999878 16
504083.33000183 463028.05999756 383.13000488 2
504070.19000244 463045.41000366 383.10998535 2
504079.47000122 463033.17999268 385.67001343 16
504077.41999817 463035.88999939 383.1000061 2
504075.51000214 463038.41999817 383.16000366 2
504092.01000214 463016.66999817 382.95001221 2
504071.05000305 463044.33000183 386.97000122 16
504087.37000275 463022.81999969 384.80999756 16
504090.69000244 463018.43000031 383.07000732 2
504089.33999634 463020.23999786 383.02999878 2
504092.70999908 463015.80999756 382.95001221 2
504088.30000305 463021.65000153 383.01998901 2
504086.23000336 463024.37000275 384.98999023 16
504080.01999664 463032.58000183 384.6499939 16
504070.41999817 463045.25 385.19000244 16
504086.16999817 463024.48000336 383.25 2
504088.80000305 463021.04000092 383.07998657 2
504083.40000153 463028.16999817 383.10998535 2
504075.55999756 463038.52000427 383.1499939 2
504075.55000305 463038.55000305 383.10998535 2
504088.16000366 463021.91999817 383.01998901 2
504084.59999847 463026.63999939 383.13000488 2
504070.51999664 463045.21000671 385.58999634 16
504079.27999878 463033.66000366 385.95999146 16
504079.75 463033.07000732 385.75 16
504080.16000366 463032.52000427 383.14001465 2
504088.01999664 463022.16999817 383.05999756 2
504087.27999878 463023.16000366 384.73999023 16
504070.54000092 463045.27000427 385.60998535 16
504069.05999756 463047.21000671 383.10998535 2
504080.54000092 463032.08000183 383.10998535 2
504074.5 463040.08000183 383.01000977 2
504074.94000244 463039.49000549 383.07000732 2
504091.98000336 463017.04000092 382.98001099 2
504090.98000336 463018.36000061 383.07998657 2
504073.83000183 463041 385.08999634 16
504088.83999634 463021.22000122 383.07000732 2
504080.97000122 463031.61000061 383.02999878 2
504069.63999939 463046.57000732 383.10998535 2
504086.37999725 463024.48999786 385.32000732 16
504084.86000061 463026.51000214 383.07998657 2
504085.41999817 463025.77999878 383.05999756 2
504084.19000244 463027.41000366 383.13000488 2
504085.98999786 463025.05999756 383.22000122 2
504088.83000183 463021.31999969 383.04998779 2
504089.90000153 463019.91000366 383 2
504075.33000183 463039.13999939 383.04998779 2
504075.77999878 463038.57000732 383.11999512 2
504072.94999695 463042.32000732 385.36999512 16
504074.54000092 463040.22000122 384.95999146 16
504069.81999969 463046.46000671 383.1000061 2
504091.48999786 463017.90000153 383.02999878 2
504076.06999969 463038.22999573 383.14001465 2
504084.31999969 463027.37000275 383.08999634 2
504077.63999939 463036.19999695 383.11999512 2
504079.41999817 463033.8500061 385.77999878 16
504087.54000092 463023.16000366 384.60998535 16
504070.68000031 463045.41000366 385.66000366 16
504086.69999695 463024.29000092 385.30999756 16
504088.43000031 463022.01999664 382.94000244 2
504092.94000244 463016.08000183 382.95999146 2
504080.73999786 463032.19000244 383.04998779 2
504070.63999939 463045.50999451 385.45999146 16
504074.18000031 463040.86000061 383 2
504077.84999847 463036.03999329 383.08999634 2
504072.65000153 463042.91000366 385.25 16
504087.66000366 463023.12000275 384.57000732 16
504085.22000122 463026.34999847 383.01998901 2
504082.27999878 463030.24000549 383.08999634 2
504070.08000183 463046.33000183 383.10998535 2
504076.09999847 463038.41000366 383.08999634 2
504088.76000214 463021.73000336 383 2
504091.48000336 463018.15000153 383.01000977 2
504073.30000305 463042.13999939 385.66000366 16
504071.70999908 463044.25999451 386.60998535 16
504079.58999634 463033.86999512 385.77999878 16
504080.33999634 463032.88000488 385.75 16
504076.81999969 463037.53999329 383.07998657 2
504080.19999695 463033.1000061 385.67999268 16
504092.27999878 463017.19000244 382.98001099 2
504078.25 463035.69000244 383.01998901 2
504071.98999786 463043.97000122 386.83999634 16
504087.77999878 463023.15000153 384.36999512 16
504089.37999725 463021.05000305 383.01998901 2
504072.55000305 463043.25999451 386.45999146 16
504076.16999817 463038.5 383.1000061 2
504070.48000336 463046.02000427 383.1000061 2
504086.25 463025.22000122 384.8999939 16
504083.81999969 463028.44000244 383.1000061 2
504083.55999756 463028.80000305 383.13000488 2
504070.09999847 463046.57000732 383.07000732 2
504083.26000214 463029.22000122 383.10998535 2
504070.73999786 463045.75 385.61999512 16
504091.55999756 463018.30000305 383 2
504080.16000366 463033.36000061 385.45001221 16
504075.55000305 463039.44000244 383.10998535 2
504073.13999939 463042.63000488 385.92999268 16
504091.55999756 463018.34999847 383.01000977 2
504070.66000366 463045.94000244 385.32000732 16
504091.52999878 463018.40000153 383.01998901 2
504092.86000061 463016.66999817 382.94000244 2
504091 463019.12999725 383.13000488 2
504086.06999969 463025.63999939 383.07000732 2
504073.15000153 463042.69000244 385.95001221 16
504089.69999695 463020.88999939 383.13000488 2
504081.69000244 463031.47000122 383.1000061 2
504085.72000122 463026.16000366 382.98001099 2
504070.87999725 463045.74000549 383.23999023 2
504087.09999847 463024.37000275 385.39001465 16
504081.63999939 463031.57000732 383.04998779 2
504092.88999939 463016.75 382.95999146 2
504086.76999664 463024.83000183 385.35998535 16
504075.38999939 463039.83999634 383.20001221 2
504084.75 463027.51999664 382.98001099 2
504076.01999664 463039.05000305 383.08999634 2
504084.86000061 463027.38999939 382.97000122 2
504075.01000214 463040.3999939 383.05999756 2
504076.48000336 463038.47999573 383.07998657 2
504076.38999939 463038.6000061 383.10998535 2
504080.45999908 463033.24000549 385.70999146 16
504090.47000122 463020.05999756 383.10998535 2
504091.62000275 463018.55999756 383.01998901 2
504090.22000122 463020.40000153 382.98001099 2
504088.22000122 463023.05000305 383.05999756 2
504078.88999939 463035.38000488 385.51000977 16
504071.31999969 463045.36000061 385.79000854 16
504069.93000031 463047.21000671 383.10998535 2
504073.86000061 463042.05000305 386.01000977 16
504071.98000336 463044.52999878 387.01998901 16
504076.70999908 463038.30000305 383.08999634 2
504078.44999695 463036.02999878 382.95999146 2
504090.90000153 463019.62000275 383.01000977 2
504086.38999939 463025.56999969 383.13000488 2
504086.44999695 463025.51000214 383.08999634 2
504076.11000061 463039.1499939 383.04998779 2
504078.01999664 463036.63999939 383.04998779 2
504083.86000061 463028.94999695 383.1000061 2
504070.63999939 463046.41000366 385.20001221 16
504090.47000122 463020.25 383.07998657 2
504073.61000061 463042.50999451 386.17001343 16
504086.81999969 463025.09999847 385.11999512 16
504072.30000305 463044.25 386.6499939 16
504088.02999878 463023.51999664 384.82998657 16
504076.41999817 463038.86000061 383.04000854 2
504074.19000244 463041.80000305 383.07998657 2
504076.56999969 463038.66000366 383.02999878 2
504075.69999695 463039.83000183 383.23999023 2
504088.56999969 463022.87000275 382.98001099 2
504077.76000214 463037.13000488 383.07998657 2
504078.33000183 463036.38999939 382.98001099 2
504071.94000244 463044.8500061 386.82998657 16
504077.94000244 463036.92999268 383.04000854 2
504092.73999786 463017.41999817 382.94000244 2
504079.44999695 463034.97000122 385.89001465 16
504088.05999756 463023.62999725 384.8999939 16
504071.08999634 463046.00999451 385.47000122 16
504085.72000122 463026.73000336 382.98999023 2
504088.01999664 463023.70999908 384.98001099 16
504082.37000275 463031.16000366 383.1000061 2
504074.87999725 463041.05999756 383.17999268 2
504079.19000244 463035.38999939 385.80999756 16
504086.87000275 463025.26999664 384.27999878 16
504081.68000031 463032.13000488 383.01000977 2
504072.26000214 463044.57000732 386.6000061 16
504082.86000061 463030.6000061 383.20001221 2
504086.63999939 463025.62000275 383.07998657 2
504078.88999939 463035.8500061 383.01998901 2
504081.73999786 463032.11000061 383.04000854 2
504077.51999664 463037.67999268 383.02999878 2
504071.38999939 463045.78999329 385.51000977 16
504074.70999908 463041.41999817 383.1499939 2
504087.04000092 463025.16999817 385.17999268 16
504070.54000092 463046.94000244 383.07000732 2
504092.47000122 463018.02999878 383 2
504084.69000244 463028.30999756 382.98001099 2
504070.87000275 463046.55999756 383.1000061 2
504071.83000183 463045.27999878 386.92001343 16
504092.05000305 463018.62000275 382.97000122 2
504082.08999634 463031.77999878 383.01000977 2
504081.19000244 463032.97000122 385.05999756 16
504075.86000061 463040.02000427 383.07998657 2
504071.25 463046.11000061 383.11999512 2
504072.58000183 463044.36999512 386.42999268 16
504085.87999725 463026.83000183 382.92001343 2
504086.94999695 463025.44000244 385.23999023 16
504089.23999786 463022.44000244 383.04000854 2
504077.05000305 463038.52999878 383.04000854 2
504078.41000366 463036.72999573 382.97000122 2
504075.66999817 463040.36000061 383.17999268 2
504072.77999878 463044.19000244 386.6000061 16
504089.33000183 463022.37000275 383.02999878 2
504086.26999664 463026.41999817 383.07000732 2
504092.30999756 463018.47000122 383.02999878 2
504077.62000275 463037.86000061 383.04000854 2
504080.48000336 463034.08000183 385.70999146 16
504079 463036.05999756 385.29000854 16
504075.94000244 463040.11000061 383.10998535 2
504090.45999908 463020.97000122 383.11999512 2
504078.97000122 463036.13000488 385.11999512 16
504090.26999664 463021.25 383.04000854 2
504081.30000305 463033.08999634 385.17999268 16
504087.98000336 463024.27999878 385.47000122 16
504078.95999908 463036.19000244 383.08999634 2
504079.20999908 463035.88999939 385.39001465 16
504085.41999817 463027.70999908 383.1499939 2
504091.55999756 463019.61000061 382.97000122 2
504074.81999969 463041.69999695 383.11999512 2
504084.75 463028.61999512 383.01998901 2
504087.5 463025.01000214 385.22000122 16
504082.31999969 463031.8500061 383.05999756 2
504082.59999847 463031.49000549 383.11999512 2
504084.27999878 463029.28999329 383.04000854 2
504088.30999756 463023.98999786 384.8500061 16
504080.40000153 463034.42999268 385.91000366 16
504086.01000214 463027.04000092 382.98001099 2
504079.05000305 463036.25 383.1000061 2
504072.29000092 463045.16999817 386.41000366 16
504072.80000305 463044.50999451 386.44000244 16
504091.15000153 463020.30999756 383.05999756 2
504088.98999786 463023.18000031 383.11999512 2
504082.29000092 463032.02999878 383.04998779 2
504070.77999878 463047.21000671 383.04998779 2
504092.09999847 463019.11000061 382.8999939 2
504084.34999847 463029.3500061 383.01998901 2
504082.15000153 463032.27000427 383.02999878 2
504073.76000214 463043.33999634 385.73001099 16
504071.95999908 463045.72000122 386.91000366 16
504089.44999695 463022.66999817 383.02999878 2
504082.55000305 463031.80000305 383.04998779 2
504092.76000214 463018.33999634 382.98001099 2
504077.58000183 463038.36999512 383.10998535 2
504083.77999878 463030.21000671 383.01000977 2
504079.11000061 463036.36999512 383.08999634 2
504072.22000122 463045.47999573 385.77999878 16
504079.22000122 463036.25 383.26998901 2
504091.33000183 463020.29000092 383 2
504076.87999725 463039.36999512 383.05999756 2
504082.94999695 463031.38000488 383.14001465 2
504073.23999786 463044.19000244 386.66000366 16
504081.23000336 463033.66000366 385.64001465 16
504075.47000122 463041.27999878 383.22000122 2
504075.44000244 463041.33000183 383.1499939 2
504088.30999756 463024.37000275 385.45001221 16
504081.75 463033.02999878 383.07000732 2
504088.44000244 463024.22000122 385.51998901 16
504091.95999908 463019.58999634 382.92001343 2
504075.16000366 463041.75 383.26000977 2
504087.29000092 463025.76999664 383.07000732 2
504087.37999725 463025.66000366 385.17001343 16
504086.84999847 463026.38999939 383.13000488 2
504090.94000244 463020.98999786 383.11999512 2
504087.98000336 463024.91000366 385.67999268 16
504081.33999634 463033.67999268 385.42999268 16
504074.83000183 463042.27000427 383.07998657 2
504088.84999847 463023.80000305 385.11999512 16
504088.34999847 463024.47000122 385.44000244 16
504088.94000244 463023.70999908 383.01998901 2
504093.02999878 463018.31999969 383 2
504088.02999878 463024.91999817 383.29998779 2
504080.69000244 463034.61999512 385.79998779 16
504075.31999969 463041.72999573 383.17999268 2
504086.08999634 463027.54000092 382.95999146 2
504088.97000122 463023.73999786 383.01000977 2
504077.47000122 463038.91999817 383 2
504079.30999756 463036.52000427 383.04000854 2
504089.48000336 463023.09999847 383.01000977 2
504072.31999969 463045.74000549 385.63000488 16
504077.16000366 463039.36999512 383.98999023 16
504073.61000061 463044.08000183 386.20001221 16
504071.63999939 463046.69000244 383.01998901 2
504073.62999725 463044.07000732 386.1499939 16
504071.84999847 463046.42999268 383.10998535 2
504074.06999969 463043.52000427 385.8999939 16
504077.19999695 463039.3999939 382.98001099 2
504089.5 463023.19000244 383.01000977 2
504072.70999908 463045.3500061 385.92999268 16
504088.63999939 463024.34999847 384.70999146 16
504091.23000336 463020.94999695 383.10998535 2
504089.79000092 463022.84999847 383.01000977 2
504081.83000183 463033.36000061 383.02999878 2
504073.47000122 463044.41000366 386.52999878 16
504079.94999695 463035.86000061 385.17001343 16
504073.08000183 463044.94000244 386.36999512 16
504090.68000031 463021.75 383.01998901 2
504087.87999725 463025.44999695 382.95001221 2
504077.30000305 463039.3999939 382.97000122 2
504073.51999664 463044.41000366 386.75 16
504081.55999756 463033.82000732 385.07998657 16
504071.77999878 463046.74000549 383.02999878 2
504083.08000183 463031.83999634 383.07998657 2
504092.63999939 463019.23999786 383.04998779 2
504092.26999664 463019.73999786 382.95999146 2
504084.27999878 463030.30000305 383 2
504074.16000366 463043.66000366 385.94000244 16
504078.09999847 463038.47000122 384.20999146 16
504088.12000275 463025.26999664 383.01000977 2
504073.47000122 463044.58999634 386.44000244 16
504074.33000183 463043.47999573 386.1499939 16
504092.09999847 463020.05000305 382.92001343 2
504079.33999634 463036.8999939 383.01998901 2
504085.55000305 463028.69999695 385.17999268 16
504077.77999878 463038.97000122 384.36999512 16
504073.20999908 463045.02000427 386.42999268 16
504075.26999664 463042.32000732 383.22000122 2
504091.40000153 463021.04000092 383.14001465 2
504087.98000336 463025.56999969 382.92001343 2
504090.33000183 463022.48999786 383.07000732 2
504082.30000305 463033.1000061 383.08999634 2
504079.68000031 463036.55999756 383.07998657 2
504074.19999695 463043.80000305 385.60998535 16
504089.20999908 463024.01000214 383.11999512 2
504076.45999908 463040.8500061 383.04000854 2
504083.91000366 463031.03999329 383.02999878 2
504078.55999756 463038.1000061 382.98001099 2
504077.66999817 463039.27999878 384.32000732 16
504076.73999786 463040.52000427 383.04998779 2
504083.33999634 463031.83999634 383.07998657 2
504075.94000244 463041.6000061 383.35998535 2
504079.61000061 463036.77000427 383.04998779 2
504091.66999817 463020.87999725 382.92999268 2
504088.98999786 463024.43000031 383.04000854 2
504077.56999969 463039.52000427 384.48999023 16
504072.59999847 463046.08000183 385.10998535 16
504081.19000244 463034.75999451 385.97000122 16
504073.84999847 463044.44999695 386.07000732 16
504078.63999939 463038.16000366 385.83999634 16
504075.79000092 463041.91999817 383.20001221 2
504088.45999908 463025.20999908 382.95999146 2
504080.36000061 463035.91999817 385.05999756 16
504092.62000275 463019.76999664 382.95001221 2
504086.43000031 463027.94000244 383.02999878 2
504076.05999756 463041.61999512 383.29000854 2
504091.06999969 463021.83999634 383.1499939 2
504086.69999695 463027.62999725 383.14001465 2
504078.87000275 463037.97000122 383.05999756 2
504088.76999664 463024.91999817 383.08999634 2
504075.38999939 463042.57000732 383.23001099 2
504089.91000366 463023.44999695 382.95999146 2
504082.11000061 463033.74000549 383 2
504078.95999908 463037.91000366 383.01998901 2
504073.16999817 463045.55000305 385.55999756 16
504080.15000153 463036.36000061 383.1000061 2
504076.75 463040.86999512 383.02999878 2
504084.91000366 463030.11999512 382.95999146 2
504092.01000214 463020.76999664 382.91000366 2
504085.01999664 463029.99000549 384.36999512 16
504076.58999634 463041.11999512 383.04998779 2
504092.69000244 463019.90000153 382.98001099 2
504078.86000061 463038.16000366 385.83999634 16
504079.83000183 463036.8999939 383.07000732 2
504076.48999786 463041.30999756 383.02999878 2
504074.40000153 463044.08000183 385.52999878 16
504083.22000122 463032.47000122 383.04000854 2
504083.87000275 463031.63000488 383.04000854 2
504082.80999756 463033.03999329 383.08999634 2
504087.91000366 463026.30000305 382.92001343 2
504076.04000092 463041.97999573 383.29000854 2
504079.08000183 463037.99000549 383.10998535 2
504078.27999878 463039.05999756 385.51000977 16
504082.40000153 463033.63999939 383.04998779 2
504074.37999725 463044.22999573 385.64001465 16
504091.38999939 463021.80999756 383.01998901 2
504088.22000122 463026 382.98999023 2
504072.5 463046.75 383.04000854 2
504092.09999847 463020.88999939 382.92999268 2
504088.87999725 463025.16000366 382.98999023 2
504085.90000153 463029.11000061 385.42999268 16
504077.77999878 463039.83999634 382.95999146 2
504075.30000305 463043.11000061 383.14001465 2
504072.69000244 463046.57000732 383.05999756 2
504078.13999939 463039.38999939 385.54998779 16
504082.41000366 463033.77999878 383.07998657 2
504072.68000031 463046.63000488 385.1000061 16
504085.51999664 463029.69000244 385.16000366 16
504089.23999786 463024.80000305 383 2
504078.38999939 463039.13000488 385.6000061 16
504085.77999878 463029.38999939 385.41000366 16
504077.56999969 463040.22999573 383.01998901 2
504089.73000336 463024.19999695 382.95999146 2
504088.13999939 463026.31999969 382.92999268 2
504078.73999786 463038.74000549 385.32000732 16
504087.19999695 463027.58999634 385.19000244 16
504072.77999878 463046.61000061 383.04998779 2
504090.97000122 463022.63999939 383.08999634 2
504083.23999786 463032.8500061 383.08999634 2
504081.23000336 463035.52000427 385.25 16
504090.13999939 463023.76000214 383.02999878 2
504079.88999939 463037.30000305 384.76000977 16
504085.75 463029.58999634 385.23001099 16
504074.12000275 463044.94999695 385.64001465 16
504083.90000153 463032.03999329 383.04000854 2
504078.12999725 463039.67999268 385.02999878 16
504086.76999664 463028.28999329 385.77999878 16
504073.69999695 463045.55000305 383.07998657 2
504075.69999695 463042.91000366 383.16000366 2
504074.69999695 463044.25 383.1000061 2
504086.94999695 463028.11000061 385.80999756 16
504072.62000275 463047.02000427 383.01000977 2
504074.05999756 463045.13000488 386.17001343 16
504083.93000031 463032.11999512 383.04998779 2
504074.61000061 463044.44000244 383.20001221 16
504073.30999756 463046.16000366 383.11999512 2
504081.98000336 463034.74000549 382.95001221 2
504081.37000275 463035.55000305 384.70999146 16
504076.91999817 463041.42999268 383.05999756 2
504073.76000214 463045.61999512 385.5 16
504085.62999725 463029.97999573 385.04000854 16
504089.87999725 463024.37999725 382.8999939 2
504078.25 463039.72999573 382.8999939 2
504078.77999878 463039.03999329 385.48999023 16
504092.04000092 463021.56999969 383.04000854 2
504081.5 463035.47000122 384.33999634 16
504081.13999939 463035.96000671 382.92001343 2
504073.80000305 463045.66000366 385.42999268 16
504088.70999908 463026.01999664 383.04000854 2
504089.73000336 463024.66999817 382.98001099 2
504077.08000183 463041.38000488 383.1000061 2
504089.05000305 463025.59999847 382.95001221 2
504078.47000122 463039.55000305 385.88000488 16
504086.22000122 463029.36000061 385.55999756 16
504091.80999756 463022 382.98001099 2
504080.02999878 463037.55000305 383.07998657 2
504074.61000061 463044.69999695 383.01998901 2
504092.44000244 463021.19000244 383.02999878 2
504077.06999969 463041.49000549 383.10998535 2
504091.61000061 463022.31999969 382.95001221 2
504079.06999969 463038.86999512 385.82998657 16
504081.72000122 463035.38999939 384.17001343 16
504086.19000244 463029.50999451 385.57998657 16
504081.48000336 463035.74000549 382.95001221 2
504073.16000366 463046.69999695 383 2
504074.91999817 463044.3999939 383.04000854 2
504074.40000153 463045.11000061 383.04998779 2
504076.54000092 463042.30000305 383 2
504079.44000244 463038.47999573 385.55999756 16
504078.77999878 463039.36000061 385.82998657 16
504092.95999908 463020.66999817 382.98999023 2
504089.23999786 463025.59999847 382.95001221 2
504092.33999634 463021.5 383.04000854 2
504076.65000153 463042.22000122 383.01000977 2
504074.65000153 463044.86999512 385.22000122 16
504085.05999756 463031.16000366 383.04998779 2
504076.5 463042.44999695 383.01998901 2
504082.5 463034.55000305 383.01000977 2
504082.91000366 463034.02999878 383.05999756 2
504089.52999878 463025.31999969 382.98999023 2
504078.80000305 463039.47000122 385.86999512 16
504092.62000275 463021.26000214 383.05999756 2
504090.51000214 463024.05000305 383.07998657 2
504088.55000305 463026.66000366 382.92001343 2
504075.43000031 463043.97000122 383.04998779 2
504073.73000336 463046.22000122 385.07998657 16
504078 463040.6000061 382.92999268 2
504077.94000244 463040.69999695 385.22000122 16
504082.95999908 463034.08999634 383.04000854 2
504081.01000214 463036.66999817 382.8999939 2
504078.77999878 463039.61999512 385.82000732 16
504088.44000244 463026.90000153 382.8999939 2
504075.54000092 463043.92999268 383.05999756 2
504088.48999786 463026.84999847 382.91000366 2
504083.68000031 463033.21000671 383.07000732 2
504088.80999756 463026.47000122 382.95001221 2
504092.22000122 463021.98000336 383.05999756 2
504079.01999664 463039.3999939 385.88000488 16
504086.63999939 463029.36000061 385.86999512 16
504077.15000153 463041.88999939 383.04998779 2
504085.84999847 463030.42999268 385.33999634 16
504081.31999969 463036.42999268 385.29998779 16
504085.45999908 463030.97999573 382.94000244 2
504080.26000214 463037.86000061 383.02999878 2
504080.34999847 463037.74000549 385.11999512 16
504085.76000214 463030.61999512 384.80999756 16
504074.76999664 463045.13999939 384.91000366 16
504089.76999664 463025.36000061 382.94000244 2
504080.25 463037.94000244 383.02999878 2
504074.26000214 463045.83999634 383.1000061 2
504090.90000153 463023.91000366 383.05999756 2
504088.44999695 463027.15000153 382.95001221 2
504083.76999664 463033.3500061 383.05999756 2
504076.79000092 463042.57000732 383.02999878 2
504089.83000183 463025.37000275 382.98001099 2
504074.06999969 463046.16999817 383.01998901 2
504083.98000336 463033.11000061 383.01998901 2
504092.01000214 463022.54000092 382.98999023 2
504090.75 463024.20999908 383.10998535 2
504086.33000183 463030.05999756 385.79998779 16
504084.23000336 463032.86000061 383.04998779 2
504090.90000153 463024.05000305 383.05999756 2
504078.37000275 463040.58999634 385.69000244 16
504087.37999725 463028.72999573 386.1000061 16
504080.26999664 463038.13000488 385.52999878 16
504083.26999664 463034.19000244 383.01998901 2
504082.58999634 463035.08999634 383.02999878 2
504074.84999847 463045.30999756 382.98999023 2
504075.66000366 463044.25999451 383.05999756 2
504090.02999878 463025.30999756 383.08999634 2
504089.84999847 463025.56999969 383.01998901 2
504087.37000275 463028.86000061 386.27999878 16
504079.01000214 463039.8999939 385.79000854 16
504087.02999878 463029.33000183 386.01000977 16
504091.48000336 463023.47000122 382.89001465 2
504074.41000366 463046 382.98001099 2
504084.93000031 463032.1499939 383.07000732 2
504083.41000366 463034.16000366 383.04000854 2
504091.63999939 463023.33000183 382.8999939 2
504086.05999756 463030.71000671 385.42999268 16
504075.76999664 463044.27999878 383.04000854 2
504086.75 463029.80000305 385.97000122 16
504085.43000031 463031.57000732 383.04000854 2
504083.26000214 463034.44999695 383.01998901 2
504074.01999664 463046.6499939 382.97000122 2
504077.97000122 463041.44999695 382.94000244 2
504082.12000275 463036 382.98999023 2
504092.08999634 463022.84999847 382.92999268 2
504087.79000092 463028.53999329 386.05999756 16
504092.11000061 463022.84999847 382.95001221 2
504074.80000305 463045.69999695 382.95999146 2
504075.76000214 463044.46000671 383.01000977 2
504084.12000275 463033.44000244 382.98999023 2
504090.51000214 463025.02999878 383.14001465 2
504091.87999725 463023.25 382.92999268 2
504080.01000214 463038.8999939 385.48001099 16
504084.91000366 463032.46000671 383.02999878 2
504081.44000244 463037.03999329 382.98001099 2
504090.11000061 463025.62999725 383.16000366 2
504086.66000366 463030.19000244 385.91000366 16
504081.15000153 463037.47999573 382.94000244 2
504078.02999878 463041.61000061 382.94000244 2
504082.73999786 463035.38999939 383.04998779 2
504079.12999725 463040.16999817 385.75 16
504075.94000244 463044.3999939 383.04998779 2
504081.04000092 463037.69000244 382.94000244 2
504075.47000122 463045.05000305 383.04998779 2
504077.55000305 463042.33000183 385.92999268 16
504079.73999786 463039.44999695 385.70999146 16
504075.62000275 463044.88000488 383.02999878 2
504073.91999817 463047.13999939 382.95999146 2
504090.80000305 463024.88999939 383.11999512 2
504084.04000092 463033.83000183 382.98001099 2
504092.77999878 463022.30999756 383 2
504091.86000061 463023.55999756 382.95999146 2
504083.80999756 463034.17999268 383.01998901 2
504092.05000305 463023.30999756 382.92999268 2
504079.25 463040.21000671 385.76000977 16
504084.11000061 463033.82000732 382.97000122 2
504074.72000122 463046.22000122 382.95001221 2
504087.45999908 463029.42999268 385.77999878 16
504077.91000366 463042.05000305 385.76000977 16
504075.20999908 463045.63000488 383.01000977 2
504075.73000336 463044.94999695 383.04000854 2
504084 463034.05000305 382.98001099 2
504082.16000366 463036.49000549 382.98001099 2
504088.98999786 463027.5 382.95001221 2
504083.65000153 463034.55999756 382.98999023 2
504077.55999756 463042.61000061 382.94000244 2
504091.80999756 463023.83000183 382.95001221 2
504080.51000214 463038.75 385.72000122 16
504074.76999664 463046.33000183 382.95999146 2
504088.48000336 463028.25 383.07000732 2
504089.90000153 463026.38999939 383.05999756 2
504088.01999664 463028.88999939 386.07998657 16
504077.97000122 463042.16999817 385.76000977 16
504076.62999725 463043.96000671 382.95999146 2
504081.55000305 463037.46000671 382.97000122 2
504082.19000244 463036.63999939 382.98001099 2
504076.15000153 463044.61999512 383.01000977 2
504087.73000336 463029.36000061 386.14001465 16
504076.55000305 463044.11999512 382.95001221 2
504087.01999664 463030.33000183 386.01000977 16
504086.26000214 463031.33000183 382.97000122 2
504076.16999817 463044.66000366 383 2
504074.69000244 463046.63000488 382.98001099 2
504077.93000031 463042.36999512 385.91000366 16
504077.40000153 463043.08000183 386.42999268 16
504086.51999664 463031.07000732 383.01000977 2
504074.66000366 463046.71000671 382.98001099 2
504082.51999664 463036.36999512 383 2
504083.59999847 463034.94999695 383 2
504087.69000244 463029.57000732 386.1499939 16
504080.09999847 463039.61000061 385.57998657 16
504079.69999695 463040.1499939 385.39001465 16
504077.73000336 463042.77000427 386.11999512 16
504081.18000031 463038.22000122 382.95999146 2
504080.55999756 463039.05000305 386.05999756 16
504089.69999695 463027.01000214 382.95001221 2
504079.29000092 463040.75999451 385.8999939 16
504091.47000122 463024.70999908 382.97000122 2
504085.08999634 463033.13999939 382.98999023 2
504084.19000244 463034.32000732 382.98999023 2
504085.95999908 463032.00999451 382.97000122 2
504088.94000244 463028.1000061 382.97000122 2
504088.83000183 463028.25999451 382.94000244 2
504088.47000122 463028.75 385.80999756 16
504074.59999847 463047.05999756 382.95001221 2
504077.55000305 463043.19000244 386.44000244 16
504078.47000122 463041.99000549 385.1499939 16
504075.76000214 463045.55999756 383.08999634 2
504077.58000183 463043.17999268 386.36999512 16
504076.70999908 463044.3500061 385.01998901 16
504092.61000061 463023.38999939 383.04000854 2
504082.01999664 463037.36999512 382.98999023 2
504080.88999939 463038.88000488 385.75 16
504076.63999939 463044.5 383 2
504079.58000183 463040.63000488 385.98001099 16
504076.86000061 463044.22999573 385.05999756 16
504085.90000153 463032.32000732 382.95999146 2
504080.52999878 463039.41999817 385.72000122 16
504091.45999908 463025.01999664 382.98999023 2
504075.08999634 463046.61999512 382.98001099 2
504080.98000336 463038.88000488 385.79000854 16
504077.19999695 463043.86000061 385.42001343 16
504076.44000244 463044.88000488 382.98999023 2
504076.69000244 463044.57000732 383.01000977 2
504091.55999756 463024.97000122 383.01998901 2
504082.20999908 463037.32000732 382.95001221 2
504075.79000092 463045.80000305 383 2
504089.76999664 463027.37000275 383 2
504080.13999939 463040.08000183 385.48001099 16
504074.75 463047.21000671 382.95999146 2
504083.95999908 463035.08000183 383 2
504079.23999786 463041.30999756 384.70001221 16
504075.79000092 463045.88999939 382.95999146 2
